,Unnamed: 0,pre,post,cel_jsh,cel_n2u,n930,witvliet_1,witvliet_2,witvliet_3,witvliet_4,witvliet_5,witvliet_6,witvliet_7,witvliet_8,conserved,average_size,Z,classification,significance,Z_abs,male_only,herm_only,both_sexes
429,403.0,ADE,AVA,30.0,46.0,14.0,2.0,4.0,3.0,4.0,4.0,5.0,12.0,9.0,11.0,12.090909090909092,1.202,stable,non-specific,1.202,0,0,1
430,404.0,ADE,AVD,9.0,7.0,0.0,1.0,0.0,0.0,1.0,1.0,4.0,0.0,2.0,7.0,3.571428571428572,1.733,variable,non-specific,1.733,0,1,0
432,406.0,ADE,CEPD,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,5.0,3.2,0.0,developmentally dynamic (strengthened),non-specific,0.0,0,1,0
433,407.0,ADE,CEPV,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,5.0,1.8,0.0,variable,non-specific,0.0,0,1,0
435,409.0,ADE,GLR,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,variable,non-specific,0.0,0,1,0
436,410.0,ADE,IL1,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,8.0,5.0,5.0,4.0,1.302,developmentally dynamic (strengthened),non-specific,1.302,0,1,0
437,411.0,ADE,IL2,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,4.0,4.0,4.0,1.465,developmentally dynamic (strengthened),non-specific,1.465,0,1,0
438,412.0,ADE,OLL,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,2.0,5.0,5.6,1.61,developmentally dynamic (strengthened),non-specific,1.61,0,1,0
439,413.0,ADE,PVR,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,4.0,1.75,0.0,variable,non-specific,0.0,0,1,0
440,414.0,ADE,RIG,80.0,87.0,28.0,2.0,0.0,1.0,4.0,8.0,10.0,34.0,34.0,10.0,28.8,2.056,developmentally dynamic (strengthened),hermaphrodite-specific,2.056,0,0,1
441,415.0,ADE,RIV,4.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,6.0,6.0,4.333333333333333,0.0,developmentally dynamic (strengthened),non-specific,0.0,0,0,1
442,416.0,ADE,RMD,8.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,6.0,5.0,8.0,2.725,developmentally dynamic (strengthened),hermaphrodite-specific,2.725,0,1,0
443,416.0,ADE,RMD,8.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,6.0,5.0,8.0,2.725,variable,hermaphrodite-specific,2.725,0,1,0
444,417.0,ADE,RMH,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,5.0,2.6,1.116,post-embryonic brain integration,non-specific,1.116,0,1,0
445,418.0,ADE,SAA,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,4.0,6.0,1.8333333333333333,0.707,variable,non-specific,0.707,0,1,0
446,419.0,ADE,SDQ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,1.0,4.0,1.75,0.0,post-embryonic brain integration,non-specific,0.0,0,1,0
447,420.0,ADE,SIBD,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.6666666666666667,0.0,variable,non-specific,0.0,0,1,0
448,421.0,ADE,AVE,6.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,5.0,3.2,1.733,variable,non-specific,1.733,0,1,0
449,422.0,ADE,AVK,0.0,0.0,9.0,0.0,0.0,0.0,1.0,1.0,0.0,5.0,4.0,5.0,4.0,-1.723,variable,non-specific,1.723,0,0,1
450,422.0,ADE,AVK,0.0,0.0,9.0,0.0,0.0,0.0,1.0,1.0,0.0,5.0,4.0,5.0,4.0,-1.723,developmentally dynamic (strengthened),non-specific,1.723,0,0,1
451,423.0,ADE,FLP,3.0,9.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,8.0,2.375,1.61,variable,non-specific,1.61,0,1,0
452,424.0,ADE,PVC,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,variable,non-specific,0.0,0,1,0
453,425.0,ADE,SMB,2.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,5.0,2.4,1.116,variable,non-specific,1.116,0,1,0
454,426.0,ADE,URB,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,4.0,1.5,1.116,variable,non-specific,1.116,0,1,0
455,427.0,ADE,AQR,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,2.0,2.5,0.0,post-embryonic brain integration,non-specific,0.0,0,1,0
456,428.0,ADE,RIF,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,0.707,variable,non-specific,0.707,0,1,0
457,429.0,ADE,RIS,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,variable,non-specific,0.0,0,1,0
458,430.0,ADE,SMD,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,4.0,1.25,0.707,variable,non-specific,0.707,0,1,0
459,431.0,ADE,ALN,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,1.5,0.707,post-embryonic brain integration,non-specific,0.707,0,1,0
460,432.0,ADE,ASI,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.707,0,non-specific,0.707,0,1,0
461,433.0,ADE,AVH,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.972,0,non-specific,0.972,0,1,0
462,434.0,ADE,AVJ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.707,0,non-specific,0.707,0,1,0
463,435.0,ADE,AVL,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.707,0,non-specific,0.707,0,1,0
464,436.0,ADE,BDU,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,0.707,variable,non-specific,0.707,0,1,0
465,437.0,ADE,RIA,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.116,0,non-specific,1.116,0,1,0
466,438.0,ADE,RIH,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,0.325,variable,non-specific,0.325,0,0,1
467,439.0,ADE,RME,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.5,0.707,variable,non-specific,0.707,0,1,0
468,440.0,ADE,SIA,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,0.972,variable,non-specific,0.972,0,1,0
469,441.0,ADE,URX,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.972,0,non-specific,0.972,0,1,0
471,443.0,ADE,ASJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,variable,non-specific,0.0,0,1,0
472,444.0,ADE,AVB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,variable,non-specific,0.0,0,1,0
473,445.0,ADE,DVA,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.5,-0.972,variable,non-specific,0.972,0,0,1
474,446.0,ADE,DVC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,variable,non-specific,0.0,0,1,0
475,447.0,ADE,PVN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,post-embryonic brain integration,non-specific,0.0,0,1,0
476,448.0,ADE,PVP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,variable,non-specific,0.0,0,1,0
477,449.0,ADE,RMF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,2.0,6.0,0.0,post-embryonic brain integration,non-specific,0.0,0,1,0
478,450.0,ADE,RMG,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,1.946,variable,non-specific,1.946,0,0,1
479,451.0,ADE,SIBV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,variable,non-specific,0.0,0,1,0
480,452.0,ADE,PVT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,variable,non-specific,0.0,0,1,0
481,453.0,ADE,RMDD,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,variable,non-specific,0.0,0,1,0
482,454.0,ADE,PVQ,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-0.707,0,non-specific,0.707,1,0,0
483,455.0,AIN,AFD,11.0,22.0,24.0,5.0,5.0,8.0,9.0,10.0,9.0,16.0,17.0,11.0,12.363636363636363,-0.208,stable,non-specific,0.208,0,0,1
484,456.0,AIN,AIN,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,4.0,1.5,0.972,variable,non-specific,0.972,0,1,0
485,457.0,AIN,ASE,5.0,5.0,0.0,1.0,1.0,4.0,1.0,0.0,1.0,3.0,3.0,9.0,2.6666666666666665,1.353,stable,non-specific,1.353,0,1,0
486,458.0,AIN,AUA,4.0,5.0,1.0,3.0,4.0,4.0,4.0,8.0,6.0,7.0,5.0,11.0,4.636363636363637,1.083,variable,non-specific,1.083,0,0,1
487,458.0,AIN,AUA,4.0,5.0,1.0,3.0,4.0,4.0,4.0,8.0,6.0,7.0,5.0,11.0,4.636363636363637,1.083,stable,non-specific,1.083,0,0,1
488,459.0,AIN,BAG,20.0,14.0,8.0,3.0,1.0,4.0,7.0,5.0,12.0,19.0,16.0,11.0,9.909090909090908,0.768,stable,non-specific,0.768,0,0,1
489,459.0,AIN,BAG,20.0,14.0,8.0,3.0,1.0,4.0,7.0,5.0,12.0,19.0,16.0,11.0,9.909090909090908,0.768,variable,non-specific,0.768,0,0,1
490,460.0,AIN,CEPV,3.0,0.0,10.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,5.0,8.0,3.125,0.0,variable,non-specific,0.0,0,0,1
493,462.0,AIN,RIB,13.0,13.0,0.0,2.0,0.0,1.0,3.0,5.0,7.0,15.0,13.0,9.0,8.0,2.357,stable,hermaphrodite-specific,2.357,0,1,0
494,463.0,AIN,IL2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,variable,non-specific,0.0,0,1,0
495,464.0,AIN,RID,0.0,4.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,5.0,7.0,2.142857142857143,1.302,variable,non-specific,1.302,0,1,0
496,465.0,AIN,RIM,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,2.0,4.0,2.25,0.0,developmentally dynamic (strengthened),non-specific,0.0,0,1,0
497,466.0,AIN,AWC,0.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,4.0,1.75,0.972,variable,non-specific,0.972,0,1,0
498,467.0,AIN,ADF,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,variable,non-specific,0.0,0,1,0
499,468.0,AIN,AIA,0.0,3.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,2.8,-0.865,variable,non-specific,0.865,0,0,1
500,469.0,AIN,AIB,2.0,2.0,9.0,1.0,2.0,0.0,0.0,0.0,0.0,4.0,2.0,7.0,3.142857142857143,-1.21,variable,non-specific,1.21,0,0,1
501,470.0,AIN,ASG,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.3333333333333333,0.972,variable,non-specific,0.972,0,1,0
502,471.0,AIN,ASI,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,1.84,0,non-specific,1.84,0,1,0
503,472.0,AIN,CEPD,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0,non-specific,0.0,0,1,0
504,473.0,AIN,RMDV,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0,non-specific,0.0,0,1,0
505,474.0,AIN,RMF,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.5,0.707,post-embryonic brain integration,non-specific,0.707,0,1,0
506,475.0,AIN,SAA,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.116,0,non-specific,1.116,0,1,0
507,476.0,AIN,URX,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.5,1.302,variable,non-specific,1.302,0,1,0
508,477.0,AIN,RIA,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,12.5,-3.285,variable,male-specific,3.285,0,0,1
509,478.0,AIN,AIY,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,-1.116,variable,non-specific,1.116,0,0,1
510,479.0,AIN,AVA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,variable,non-specific,0.0,0,1,0
512,481.0,AIN,AVE,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-0.707,0,non-specific,0.707,1,0,0
513,482.0,AIN,RIG,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,-1.116,0,non-specific,1.116,1,0,0
514,483.0,ALM,AVB,1.0,0.0,8.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,6.0,2.1666666666666665,-1.61,variable,non-specific,1.61,0,0,1
515,484.0,ALM,AVD,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,5.0,5.0,3.2,-0.993,developmentally dynamic (strengthened),non-specific,0.993,0,1,0
516,484.0,ALM,AVD,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,5.0,5.0,3.2,-0.993,variable,non-specific,0.993,0,1,0
517,485.0,ALM,BDU,36.0,29.0,26.0,2.0,2.0,4.0,6.0,9.0,11.0,16.0,15.0,11.0,14.181818181818182,0.072,stable,non-specific,0.072,0,0,1
518,486.0,ALM,CEPD,15.0,3.0,34.0,1.0,3.0,1.0,2.0,5.0,5.0,5.0,8.0,11.0,7.454545454545454,0.0,stable,non-specific,0.0,0,0,1
519,487.0,ALM,CEPV,8.0,6.0,16.0,0.0,0.0,3.0,5.0,5.0,6.0,9.0,9.0,9.0,7.444444444444445,0.0,variable,non-specific,0.0,0,0,1
521,489.0,ALM,PVC,25.0,25.0,28.0,0.0,0.0,0.0,2.0,2.0,9.0,12.0,17.0,8.0,15.0,-0.459,developmentally dynamic (strengthened),non-specific,0.459,0,0,1
522,489.0,ALM,PVC,25.0,25.0,28.0,0.0,0.0,0.0,2.0,2.0,9.0,12.0,17.0,8.0,15.0,-0.459,variable,non-specific,0.459,0,0,1
523,490.0,ALM,RIF,4.0,2.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,0.0,2.0,7.0,2.0,0.972,variable,non-specific,0.972,0,1,0
524,491.0,ALM,SDQ,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,0.0,4.0,2.25,0.972,post-embryonic brain integration,non-specific,0.972,0,1,0
525,492.0,ALM,ADA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,variable,non-specific,0.0,0,1,0
526,493.0,ALM,AIM,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.707,variable,non-specific,0.707,0,1,0
527,494.0,ALM,AVE,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,1.116,variable,non-specific,1.116,0,1,0
528,495.0,ALM,AVF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,post-embryonic brain integration,non-specific,0.0,0,1,0
529,496.0,ALM,IL2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,variable,non-specific,0.0,0,1,0
530,497.0,ALM,PVR,6.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,5.0,2.6,0.0,variable,non-specific,0.0,0,1,0
531,498.0,ALM,RID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,variable,non-specific,0.0,0,1,0
532,499.0,ALM,RMG,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,1.116,variable,non-specific,1.116,0,1,0
533,500.0,ALM,URB,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.707,variable,non-specific,0.707,0,1,0
534,501.0,ALM,ALM,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.707,0,non-specific,0.707,0,1,0
535,502.0,ALM,RIC,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.353,0,non-specific,1.353,0,1,0
536,503.0,ALM,RMDD,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.5,0.0,variable,non-specific,0.0,0,1,0
537,504.0,ALM,SIA,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.707,0,non-specific,0.707,0,1,0
538,505.0,ALM,SMB,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.5,0.972,variable,non-specific,0.972,0,1,0
539,506.0,ALM,SMD,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.707,0,non-specific,0.707,0,1,0
540,507.0,ALM,ALN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,post-embryonic brain integration,non-specific,0.0,0,1,0
541,508.0,ALM,PVN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,1.6666666666666667,0.0,post-embryonic brain integration,non-specific,0.0,0,1,0
542,509.0,ALM,ADE,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,5.0,0.0,variable,non-specific,0.0,0,1,0
543,510.0,ALM,AVM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,post-embryonic brain integration,non-specific,0.0,0,1,0
544,511.0,ALM,AVJ,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0,non-specific,0.0,0,1,0
546,513.0,ALM,OLL,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,non-specific,0.0,0,1,0
548,515.0,CEPD,AVE,10.0,30.0,11.0,2.0,6.0,8.0,9.0,11.0,8.0,15.0,17.0,11.0,11.545454545454543,0.0,stable,non-specific,0.0,0,0,1
549,516.0,CEPD,IL1,24.0,34.0,30.0,0.0,1.0,1.0,5.0,5.0,11.0,7.0,13.0,10.0,13.1,0.0,developmentally dynamic (strengthened),non-specific,0.0,0,0,1
550,516.0,CEPD,IL1,24.0,34.0,30.0,0.0,1.0,1.0,5.0,5.0,11.0,7.0,13.0,10.0,13.1,0.0,variable,non-specific,0.0,0,0,1
551,517.0,CEPD,OLL,12.0,26.0,0.0,2.0,5.0,9.0,11.0,11.0,7.0,14.0,25.0,10.0,12.2,0.0,stable,non-specific,0.0,0,1,0
552,518.0,CEPD,OLQ,30.0,47.0,37.0,0.0,3.0,2.0,3.0,9.0,11.0,13.0,11.0,10.0,16.6,0.0,stable,non-specific,0.0,0,0,1
553,519.0,CEPD,RIB,0.0,6.0,4.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,2.0,6.0,3.333333333333333,0.0,variable,non-specific,0.0,0,0,1
554,520.0,CEPD,RIC,37.0,51.0,61.0,5.0,10.0,6.0,8.0,9.0,10.0,15.0,16.0,11.0,20.727272727272727,0.0,stable,non-specific,0.0,0,0,1
555,521.0,CEPD,RIP,6.0,8.0,5.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,1.0,8.0,3.375,0.0,variable,non-specific,0.0,0,0,1
556,522.0,CEPD,RIS,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,4.0,2.0,0.0,variable,non-specific,0.0,0,1,0
557,523.0,CEPD,RMDD,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,5.0,1.4,0.0,variable,non-specific,0.0,0,1,0
558,524.0,CEPD,RMDV,10.0,19.0,0.0,0.0,2.0,6.0,9.0,11.0,6.0,9.0,16.0,9.0,9.77777777777778,0.0,stable,non-specific,0.0,0,1,0
559,524.0,CEPD,RMDV,10.0,19.0,0.0,0.0,2.0,6.0,9.0,11.0,6.0,9.0,16.0,9.0,9.77777777777778,0.0,variable,non-specific,0.0,0,1,0
560,525.0,CEPD,RMH,13.0,17.0,31.0,0.0,0.0,0.0,0.0,2.0,1.0,9.0,8.0,7.0,11.571428571428571,0.0,post-embryonic brain integration,non-specific,0.0,0,0,1
561,526.0,CEPD,SIA,4.0,4.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,6.0,4.666666666666667,0.0,variable,non-specific,0.0,0,0,1
562,527.0,CEPD,URA,5.0,11.0,5.0,0.0,2.0,2.0,0.0,3.0,3.0,4.0,2.0,9.0,4.111111111111111,0.0,variable,non-specific,0.0,0,0,1
563,528.0,CEPD,URB,1.0,25.0,0.0,2.0,2.0,1.0,4.0,4.0,2.0,4.0,5.0,10.0,5.0,0.0,stable,non-specific,0.0,0,1,0
564,529.0,CEPD,URY,6.0,10.0,0.0,1.0,2.0,0.0,2.0,1.0,7.0,6.0,3.0,9.0,4.222222222222222,0.0,stable,non-specific,0.0,0,1,0
565,530.0,CEPD,AVA,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,variable,non-specific,0.0,0,0,1
566,531.0,CEPD,SIBV,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,1.0,0.0,variable,non-specific,0.0,0,1,0
567,532.0,CEPD,SMB,5.0,6.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,6.0,3.6666666666666665,0.0,variable,non-specific,0.0,0,0,1
568,533.0,CEPD,ADA,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.3333333333333333,0.0,variable,non-specific,0.0,0,1,0
569,534.0,CEPD,SMD,0.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,5.0,1.4,0.0,variable,non-specific,0.0,0,0,1
570,535.0,CEPD,PVR,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.3333333333333333,0.0,variable,non-specific,0.0,0,1,0
571,536.0,CEPD,AFD,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0,non-specific,0.0,0,1,0
572,537.0,CEPD,AIN,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0,non-specific,0.0,0,1,0
573,538.0,CEPD,ALM,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.5,0.0,variable,non-specific,0.0,0,1,0
574,539.0,CEPD,BDU,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0,non-specific,0.0,0,1,0
575,540.0,CEPD,CEPD,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0,non-specific,0.0,0,1,0
576,541.0,CEPD,IL2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0,non-specific,0.0,0,1,0
577,542.0,CEPD,RIF,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0,non-specific,0.0,0,1,0
578,543.0,CEPD,RIH,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0,non-specific,0.0,0,1,0
579,544.0,CEPD,RMD,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.6666666666666667,0.0,variable,non-specific,0.0,0,1,0
580,545.0,CEPD,RMG,1.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.5,0.0,variable,non-specific,0.0,0,0,1
581,546.0,CEPD,SIBD,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.5,0.0,0,non-specific,0.0,0,1,0
582,547.0,CEPD,URX,8.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,5.0,4.4,0.0,developmentally dynamic (strengthened),non-specific,0.0,0,0,1
583,548.0,CEPD,ADE,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.5,0.0,variable,non-specific,0.0,0,1,0
584,549.0,CEPD,AVB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,variable,non-specific,0.0,0,1,0
585,550.0,CEPD,AVD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,variable,non-specific,0.0,0,1,0
586,551.0,CEPD,AVJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,variable,non-specific,0.0,0,1,0
588,553.0,CEPD,SDQ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,post-embryonic brain integration,non-specific,0.0,0,1,0
589,554.0,CEPD,RIG,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,non-specific,0.0,0,1,0
590,555.0,CEPD,RMF,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0,non-specific,0.0,0,1,0
